id,contenuti
http://www.wikidata.org/entity/Q28803514,Gesù; uomo; Date a Cesare quello che è di Cesare e a Dio quello che è di Dio
http://www.wikidata.org/entity/Q28803759,Dio Padre; angelo
http://www.wikidata.org/entity/Q28803789,Giovanni Francesco II Brignole Sale
http://www.wikidata.org/entity/Q28809144,Clorinda; Olindo e Sofronia
http://www.wikidata.org/entity/Q28860726,
http://www.wikidata.org/entity/Q28952741,Gian Gerolamo Grumelli
http://www.wikidata.org/entity/Q29015025,donna; nudità; albero; mammella; palazzo; perla; lavaggio; collaboratore domestico; abito da donna; collana; Betsabea; grembiule; colonnina; terrazza; cerchietto; giardino; posizione seduta; gimnopodismo; catino; panneggio; chignon; posizione eretta; capelli castani; castani; insieme di umani; scalino; scialle
http://www.wikidata.org/entity/Q29114098,Mamete di Cesarea
http://www.wikidata.org/entity/Q29654663,Paolo Morigia
http://www.wikidata.org/entity/Q29997042,neonato
http://www.wikidata.org/entity/Q30031052,Innocente Salvini
http://www.wikidata.org/entity/Q30032029,donna; bambino; cornice; nastro
http://www.wikidata.org/entity/Q30135606,nozze; coppia; partner; testimone di nozze
http://www.wikidata.org/entity/Q30605361,Susanna e i vecchioni
http://www.wikidata.org/entity/Q30880011,Verona; Adige
http://www.wikidata.org/entity/Q30880062,Lombardia
http://www.wikidata.org/entity/Q30880678,chiesa cattolica
http://www.wikidata.org/entity/Q30880889,
http://www.wikidata.org/entity/Q30887689,Venezia
http://www.wikidata.org/entity/Q30887699,monastero
http://www.wikidata.org/entity/Q30887987,Minerva
http://www.wikidata.org/entity/Q31559452,stemma; paesaggio; angelo; arco trionfale; corso d'acqua
http://www.wikidata.org/entity/Q32904769,Gesù; Maria; Caterina d'Alessandria; Bambino Gesù
http://www.wikidata.org/entity/Q34215143,libro; tenda; tovaglia; biglietto; Benedetto Landriani
http://www.wikidata.org/entity/Q37027223,Maria; Dio Padre; angelo; corona; San Giuseppe; putto; Bambino Gesù
http://www.wikidata.org/entity/Q40669017,Maria; pastore; San Giuseppe; putto; Bambino Gesù; culla
http://www.wikidata.org/entity/Q40691169,dio; Gesù; roccia; spada; globo; cherubino; Stefano; folla
http://www.wikidata.org/entity/Q40695411,Gesù; Domenico di Guzmán
http://www.wikidata.org/entity/Q42189297,Eleonora di Toledo
http://www.wikidata.org/entity/Q45361473,Gesù
http://www.wikidata.org/entity/Q45381203,Sofonisba Anguissola; Bernardino Campi
http://www.wikidata.org/entity/Q46833514,
http://www.wikidata.org/entity/Q46998093,
http://www.wikidata.org/entity/Q48388241,
http://www.wikidata.org/entity/Q48808515,Gesù; Pietà
http://www.wikidata.org/entity/Q48814933,ragazza
http://www.wikidata.org/entity/Q48917755,Maria Maddalena
http://www.wikidata.org/entity/Q48927682,Francesco d'Assisi; Giovanni
http://www.wikidata.org/entity/Q49167284,architettura; pittura
http://www.wikidata.org/entity/Q49167493,Maria Maddalena; Angeli
http://www.wikidata.org/entity/Q49167697,Lucrezia
http://www.wikidata.org/entity/Q49167869,Jacopo Sansovino
http://www.wikidata.org/entity/Q50378007,Francesco I de' Medici
http://www.wikidata.org/entity/Q50378015,Maria di Cosimo I de' Medici
http://www.wikidata.org/entity/Q50384906,uomo; liuto; statua
http://www.wikidata.org/entity/Q50399525,aquila; giovane adulto
http://www.wikidata.org/entity/Q50422860,Papa Sisto IV
http://www.wikidata.org/entity/Q50474718,donna
http://www.wikidata.org/entity/Q50752920,Giuditta
http://www.wikidata.org/entity/Q50840293,umano
http://www.wikidata.org/entity/Q50846578,
http://www.wikidata.org/entity/Q50880887,uomo; Gregorio Vecellio
http://www.wikidata.org/entity/Q50884435,Abramo; Isacco
http://www.wikidata.org/entity/Q50894841,Antonio Moro; pennello
http://www.wikidata.org/entity/Q50939921,donna
http://www.wikidata.org/entity/Q51212996,papa Clemente IX
http://www.wikidata.org/entity/Q51726313,donna; vela; cucito
http://www.wikidata.org/entity/Q51918916,
http://www.wikidata.org/entity/Q52084102,Francesco Hayez
http://www.wikidata.org/entity/Q52155208,Carlo Maratta
http://www.wikidata.org/entity/Q52155641,Elisabeth Chaplin
http://www.wikidata.org/entity/Q52157937,John Singer Sargent
http://www.wikidata.org/entity/Q52217967,emigrazione italiana
http://www.wikidata.org/entity/Q52329690,Vittorio Matteo Corcos
http://www.wikidata.org/entity/Q52735921,umano; ragazza; carro
http://www.wikidata.org/entity/Q53560123,Sant'Ambrogio
http://www.wikidata.org/entity/Q53940665,
http://www.wikidata.org/entity/Q54086391,Gesù; uomo; Ecce Homo
http://www.wikidata.org/entity/Q54625897,
http://www.wikidata.org/entity/Q54811281,Stefano
http://www.wikidata.org/entity/Q55177712,Gesù; uomo; Ponzio Pilato; Ecce Homo
http://www.wikidata.org/entity/Q55814015,mattino; Sole; cielo; montagna; lago; imbarcazione; levata del Sole; pescatore; prospettiva aerea; caligine; albero; controluce; barca a vela; riflessione speculare; fonte di luce
http://www.wikidata.org/entity/Q56043344,scudo; armatura; Borgognotta; Francesco Maria II della Rovere
http://www.wikidata.org/entity/Q56062483,Ulisse; letto; Traci; tenda; torcia; Diomede; Reso; accampamento militare; auriga; panneggio
http://www.wikidata.org/entity/Q56149824,
http://www.wikidata.org/entity/Q56258104,
http://www.wikidata.org/entity/Q56258413,
http://www.wikidata.org/entity/Q56318135,Plinio il Vecchio; eruzione del Vesuvio del 79; schiavo; soldato
http://www.wikidata.org/entity/Q56323639,Arianna; Bacco
http://www.wikidata.org/entity/Q56323645,
http://www.wikidata.org/entity/Q56323673,Maria; Gabriele; Annunciazione
http://www.wikidata.org/entity/Q56417895,Martin Lutero
http://www.wikidata.org/entity/Q56417994,Katharina von Bora
http://www.wikidata.org/entity/Q56538353,ragazza
http://www.wikidata.org/entity/Q56599032,
http://www.wikidata.org/entity/Q56776954,Giovanni Battista; Andrea; Paolo di Tarso
http://www.wikidata.org/entity/Q57530584,Domenico di Guzmán; sacerdote
http://www.wikidata.org/entity/Q57623718,Gesù; Maria; Giovanni; deposizione di Gesù
http://www.wikidata.org/entity/Q58177339,Maria; Presentazione al Tempio; San Giuseppe; Bambino Gesù; Secondo Tempio; colomba come simbolo
http://www.wikidata.org/entity/Q58178579,Maria; Rosa; brocca; angelo; Sant'Anna; Gioacchino
http://www.wikidata.org/entity/Q58181750,martello; San Giuseppe; Bambino Gesù; squadra; putto; cesto
http://www.wikidata.org/entity/Q58184717,Giuseppe Borri
http://www.wikidata.org/entity/Q7232305,Pietro Aretino
http://www.wikidata.org/entity/Q7401416,Sofronio Eusebio Girolamo
http://www.wikidata.org/entity/Q7401482,fiume; Giovanni Battista; paesaggio; Wilderness (ecologia); agnello
http://www.wikidata.org/entity/Q7720644,Santa Petronilla
http://www.wikidata.org/entity/Q7750471,San Lorenzo
http://www.wikidata.org/entity/Q7885787,Equus ferus caballus; cielo; mattino; uomo; sangue; nudità; letto; cadavere; militare; paura; lenzuolo; sorpresa; scoperta; panneggio; Oloferne; decubito
http://www.wikidata.org/entity/Q7920573,Cupido; Venere
http://www.wikidata.org/entity/Q9387722,donna; uomo; Mosè; martello; secchio; Aronne; incudine; Elia; manna; asino
http://www.wikidata.org/entity/Q11694943,Antonio Grimani
http://www.wikidata.org/entity/Q11753618,gatto domestico; cane; donna; Giove; Psittacidi; mammella; nudità; cigno; Zeus; ombelico; collaboratore domestico; gabbia; Leda; collana; abito da donna; braccialetto; biondi; gimnopodismo; posizione seduta; Leda e il cigno; panneggio; semisdisteso
http://www.wikidata.org/entity/Q11769022,donna; libro; albero; capelli lunghi; Maria Maddalena; lettura; corso d'acqua; aureola; posizione seduta; riviera
http://www.wikidata.org/entity/Q12172990,ragazzo
http://www.wikidata.org/entity/Q15008032,
http://www.wikidata.org/entity/Q15157527,
http://www.wikidata.org/entity/Q15974347,Michele; Raffaele; Gabriele; Lucifero
http://www.wikidata.org/entity/Q15982437,Arianna; Bacco
http://www.wikidata.org/entity/Q16167039,
http://www.wikidata.org/entity/Q16467999,Gabriel de Luetz
http://www.wikidata.org/entity/Q16536592,ponte di Rialto
http://www.wikidata.org/entity/Q16543332,Gesù; donna; Maria; uomo; Maria Maddalena; paesaggio; Calvario; Giuseppe di Arimatea; Nicodemo; Compianto sul Cristo morto
http://www.wikidata.org/entity/Q16549203,Gesù; deposizione di Gesù
http://www.wikidata.org/entity/Q16564738,Gesù; Giovanni Battista; battesimo di Gesù
http://www.wikidata.org/entity/Q16573223,cavaliere
http://www.wikidata.org/entity/Q16574865,Maria; donna; ragazzo; Bambino Gesù
http://www.wikidata.org/entity/Q16585848,Maria; Sacra conversazione; Bambino Gesù
http://www.wikidata.org/entity/Q16585871,
http://www.wikidata.org/entity/Q16596967,Antonietta Negroni Prati Morosini
http://www.wikidata.org/entity/Q16608187,Caterina da Siena; sposalizio mistico di santa Caterina
http://www.wikidata.org/entity/Q16620779,Maria; Bambino Gesù
http://www.wikidata.org/entity/Q16621939,paesaggio; frate converso; Francesco d'Assisi; Stimmate di San Francesco
http://www.wikidata.org/entity/Q17638342,
http://www.wikidata.org/entity/Q17652075,Maria; fiore; San Giuseppe; Sant'Anna; Bambino Gesù; Sacra Famiglia; benedizione; San Giovannino
http://www.wikidata.org/entity/Q18226128,Rembrandt
http://www.wikidata.org/entity/Q18385026,buttero
http://www.wikidata.org/entity/Q18578019,
http://www.wikidata.org/entity/Q18688370,papa Urbano VIII
http://www.wikidata.org/entity/Q19060568,Ferdinando I delle Due Sicilie
http://www.wikidata.org/entity/Q19060621,Ferdinando I delle Due Sicilie; corte regia
http://www.wikidata.org/entity/Q19361572,Élisabeth Vigée Le Brun
http://www.wikidata.org/entity/Q19390001,Lavinia Fontana
http://www.wikidata.org/entity/Q19516146,papa Giulio II
http://www.wikidata.org/entity/Q19660300,Venezia; Canal Grande; Palazzo Balbi
http://www.wikidata.org/entity/Q19681559,ponte; canale artificiale; gondola; Scuola Grande di San Marco; gondoliere
http://www.wikidata.org/entity/Q19681664,Gazzada Schianno; Gazzada
http://www.wikidata.org/entity/Q19686409,umano; chiesa; rovine; laguna; abitazione rurale
http://www.wikidata.org/entity/Q19686414,cielo; albero; capra domestica; rovine; arco trionfale; capriccio
http://www.wikidata.org/entity/Q19882485,papa Urbano VIII
http://www.wikidata.org/entity/Q19947640,Cesare Borgia
http://www.wikidata.org/entity/Q19966565,Gesù
http://www.wikidata.org/entity/Q19966606,sposalizio della Vergine
http://www.wikidata.org/entity/Q19966608,sposalizio mistico di santa Caterina
http://www.wikidata.org/entity/Q20092785,Sofronio Eusebio Girolamo
http://www.wikidata.org/entity/Q20744065,Niccolò Musso
http://www.wikidata.org/entity/Q20744144,
http://www.wikidata.org/entity/Q20744173,
http://www.wikidata.org/entity/Q20991673,libro; tromba; specchio; matita; sedia; compasso; riga; capitello; pennello; lettera; caduceo; squadra; tavolozza; Biagio Bellotti
http://www.wikidata.org/entity/Q21121896,Fedele da Sigmaringen; Giuseppe da Leonessa
http://www.wikidata.org/entity/Q21192549,
http://www.wikidata.org/entity/Q21666329,Gesù; crocifissione di Gesù
http://www.wikidata.org/entity/Q22917444,Maria; Sant'Ambrogio; angelo; pastorale; putto; Sacro Monte di Varese; rosario; Giuliana Puricelli
http://www.wikidata.org/entity/Q22931136,Peder Severin Krøyer
http://www.wikidata.org/entity/Q22949398,Filippo Neri; angelo; Luigi Gonzaga
http://www.wikidata.org/entity/Q22949778,papa Gregorio I
http://www.wikidata.org/entity/Q22949827,Elia; angelo
http://www.wikidata.org/entity/Q22958240,Elia; angelo
http://www.wikidata.org/entity/Q23006207,secchio; cappello; brocca; Giuliana Puricelli; pellegrino; bordone del pellegrino; pellegrinaggio
http://www.wikidata.org/entity/Q23305501,Giovanni Battista Salvi
http://www.wikidata.org/entity/Q24050695,Laguna di Venezia
http://www.wikidata.org/entity/Q24090610,navigli di Milano; Naviglio Grande
http://www.wikidata.org/entity/Q24090614,navigli di Milano; Naviglio Grande
http://www.wikidata.org/entity/Q24091047,navigli di Milano; Naviglio Grande
http://www.wikidata.org/entity/Q24091066,chiesa cattolica; basilica di Sant'Ambrogio
http://www.wikidata.org/entity/Q24091089,Milano
http://www.wikidata.org/entity/Q24091112,Venezia; basilica di Santa Maria della Salute; Campanile di San Marco
http://www.wikidata.org/entity/Q24325684,equitazione; Filippo IV di Spagna
http://www.wikidata.org/entity/Q24933808,Benedetto da Norcia
http://www.wikidata.org/entity/Q24938224,Savognin; Paesaggio d'inverno
http://www.wikidata.org/entity/Q24939660,casa
http://www.wikidata.org/entity/Q24939839,fiore; vaso
http://www.wikidata.org/entity/Q24939843,piano; basilica palatina di Santa Barbara
http://www.wikidata.org/entity/Q24939884,fratello o sorella
http://www.wikidata.org/entity/Q24940870,Abruzzo
http://www.wikidata.org/entity/Q25388274,scacchi; scacchiera; Ruy López de Segura; Giò Leonardo Di Bona; scacco matto
http://www.wikidata.org/entity/Q25410292,Monza
http://www.wikidata.org/entity/Q25410567,albero
http://www.wikidata.org/entity/Q25444052,Visitazione della Beata Vergine Maria
http://www.wikidata.org/entity/Q26256901,Gesù; Giovanni Battista
http://www.wikidata.org/entity/Q26488380,Chiesa; reliquia
http://www.wikidata.org/entity/Q27504416,Antonio di Padova; Bambino Gesù
http://www.wikidata.org/entity/Q27507068,Eurosia di Jaca
http://www.wikidata.org/entity/Q27650796,umano; donna
http://www.wikidata.org/entity/Q27664456,Filippo Neri; apparizioni e altre manifestazioni mariane
http://www.wikidata.org/entity/Q27827425,La primavera
http://www.wikidata.org/entity/Q27830737,L'estate
http://www.wikidata.org/entity/Q27948860,Alessandro Manzoni
http://www.wikidata.org/entity/Q27955751,donna; uomo; Maria Maddalena; Giovanni Battista; Sacra Famiglia; agnello
http://www.wikidata.org/entity/Q28093447,Cupido; Giunone; Enea; Didone
http://www.wikidata.org/entity/Q28113318,armatura; Stefano Colonna di Palestrina
http://www.wikidata.org/entity/Q28113316,turbante; Beatrice Cenci; donna giovane
http://www.wikidata.org/entity/Q28147005,Gesù; Risurrezione di Gesù; Stendardo della Resurrezione
http://www.wikidata.org/entity/Q58185294,Luigi Tosi; abito talare; berretta; croce pettorale
http://www.wikidata.org/entity/Q58231270,donna; uomo; neonato
http://www.wikidata.org/entity/Q58480176,
http://www.wikidata.org/entity/Q58956093,
http://www.wikidata.org/entity/Q59185173,Gesù; Equus ferus caballus; crocifissione di Gesù; Maria Maddalena; scala; Gesta; croce cristiana; Disma
http://www.wikidata.org/entity/Q59185398,
http://www.wikidata.org/entity/Q59442235,Gesù; San Giuseppe
http://www.wikidata.org/entity/Q59914107,
http://www.wikidata.org/entity/Q60838300,
http://www.wikidata.org/entity/Q61767320,mela; Perdix perdix; Annunciazione
http://www.wikidata.org/entity/Q61816747,ritratto; Matilde Juva Branca
http://www.wikidata.org/entity/Q62014629,pecora; torrente; zampogna; pastore; erotismo; bagnante
http://www.wikidata.org/entity/Q62272761,paesaggio; santuario della Madonna del Castello
http://www.wikidata.org/entity/Q62476202,Napoleone III di Francia
http://www.wikidata.org/entity/Q63476058,Gesù; Risurrezione di Gesù
http://www.wikidata.org/entity/Q63994924,
http://www.wikidata.org/entity/Q63995247,
http://www.wikidata.org/entity/Q64766792,Alessandro Farnese il Giovane
http://www.wikidata.org/entity/Q65610116,Venezia
http://www.wikidata.org/entity/Q66098687,Gesù; colonna
http://www.wikidata.org/entity/Q67203105,
http://www.wikidata.org/entity/Q67203111,Annibale
http://www.wikidata.org/entity/Q68704168,Gesù; angelo; putto; cassapanca
http://www.wikidata.org/entity/Q69658139,papa Clemente VII
http://www.wikidata.org/entity/Q69859246,Diego Martelli
http://www.wikidata.org/entity/Q71126799,sepoltura di Gesù
http://www.wikidata.org/entity/Q74717988,Gesù; Cristo porta la croce
http://www.wikidata.org/entity/Q77310161,donna; Madonna col Bambino; San Giovannino
http://www.wikidata.org/entity/Q78330040,Caterina Sforza; nobile
http://www.wikidata.org/entity/Q78756742,libro; Salomone; apostolo; tenda; Davide; angelo; Assunzione di Maria; Dio Padre; natività della Beata Vergine Maria; Dormizione di Maria; putto; nicchia; Serliana
http://www.wikidata.org/entity/Q78783346,Gesù; frusta; Vera Croce; sepolcro; Sacra spugna; Lancia sacra
http://www.wikidata.org/entity/Q78799218,Maria; Maria Maddalena; angelo; Sant'Agata; Caterina d'Alessandria; Dio Padre; tetramorfo; San Pancrazio; leggio; colomba come simbolo
http://www.wikidata.org/entity/Q78910398,
http://www.wikidata.org/entity/Q79020756,
http://www.wikidata.org/entity/Q79021384,
http://www.wikidata.org/entity/Q79021962,
http://www.wikidata.org/entity/Q79022279,
http://www.wikidata.org/entity/Q79022528,
http://www.wikidata.org/entity/Q79022983,
http://www.wikidata.org/entity/Q79023210,
http://www.wikidata.org/entity/Q79023501,
http://www.wikidata.org/entity/Q79024384,
http://www.wikidata.org/entity/Q79024730,
http://www.wikidata.org/entity/Q79025062,
http://www.wikidata.org/entity/Q79026167,
http://www.wikidata.org/entity/Q79151177,Eugenia de Montijo
http://www.wikidata.org/entity/Q79859145,papa Alessandro VI
http://www.wikidata.org/entity/Q80824471,Tito Vespasiano Strozzi
http://www.wikidata.org/entity/Q81089309,Gesù; Maria
http://www.wikidata.org/entity/Q86674601,
http://www.wikidata.org/entity/Q87469267,Annunciazione
http://www.wikidata.org/entity/Q88164010,Cornelis de Wael; Lucas de Wael
http://www.wikidata.org/entity/Q88416397,Gesù
http://www.wikidata.org/entity/Q88961191,Maria
http://www.wikidata.org/entity/Q89034154,fontana
http://www.wikidata.org/entity/Q89035643,colonna
http://www.wikidata.org/entity/Q89039593,Maria Aurelia Brignole Sale; Geronima Sale Brignole
http://www.wikidata.org/entity/Q89697566,uomo; Giacomo Pucci
http://www.wikidata.org/entity/Q90291195,uomo; tavolo; Filippo Spinola di Tassarolo
http://www.wikidata.org/entity/Q93520523,mela; Maria; uva; San Giuseppe; putto; angelo; Bambino Gesù; asino; bastone
http://www.wikidata.org/entity/Q93631317,cane; Gesù; uomo; flagellazione di Gesù
http://www.wikidata.org/entity/Q94634547,
http://www.wikidata.org/entity/Q94636244,Carlo Borromeo; Mozzetta; berretta
http://www.wikidata.org/entity/Q96025421,
http://www.wikidata.org/entity/Q96192148,Stigliatura; canapa
http://www.wikidata.org/entity/Q97065805,Vespasiano I Gonzaga
http://www.wikidata.org/entity/Q97378803,caduta dei Giganti
http://www.wikidata.org/entity/Q97463134,
http://www.wikidata.org/entity/Q97669288,
http://www.wikidata.org/entity/Q97669846,
http://www.wikidata.org/entity/Q97933450,Ainolfo de Bardi
http://www.wikidata.org/entity/Q98108204,
http://www.wikidata.org/entity/Q98449585,
http://www.wikidata.org/entity/Q98545387,Comunione degli Apostoli
http://www.wikidata.org/entity/Q98557614,
http://www.wikidata.org/entity/Q98684801,
http://www.wikidata.org/entity/Q98925578,libro; nobile
http://www.wikidata.org/entity/Q98925663,Teresa Miramonti
http://www.wikidata.org/entity/Q99323182,
http://www.wikidata.org/entity/Q99937752,
http://www.wikidata.org/entity/Q100273549,papa Pio VIII; trono
http://www.wikidata.org/entity/Q100502707,papa Pio VIII; trono; campanella
http://www.wikidata.org/entity/Q101853163,Gesù; papa Gregorio I; anime del Purgatorio; angelo; Francesco d'Assisi; Camilla Battista da Varano; Pietro Diacono
http://www.wikidata.org/entity/Q101984696,Gesù; Maria; Maria Maddalena; Giovanni; Giuseppe di Arimatea; coronazione di spine; deposizione di Gesù
http://www.wikidata.org/entity/Q103823905,Caterina d'Alessandria
http://www.wikidata.org/entity/Q103847443,Maria; Bambino Gesù
http://www.wikidata.org/entity/Q103884105,Leopoldo de' Medici; culla
http://www.wikidata.org/entity/Q104117302,
http://www.wikidata.org/entity/Q104832804,
http://www.wikidata.org/entity/Q104902739,Duomo di Milano
http://www.wikidata.org/entity/Q104963266,Maria
http://www.wikidata.org/entity/Q104966980,donna; uomo; preghiera; interno di una chiesa
http://www.wikidata.org/entity/Q104999859,ragazzo; pioggia; paesaggio; stagione delle piogge
http://www.wikidata.org/entity/Q105001687,uomo; Inquisizione; Valenza Gradenigo
http://www.wikidata.org/entity/Q105001950,piazza San Marco; doge; Palazzo Ducale; Jacopo Foscari
http://www.wikidata.org/entity/Q105002330,Gianpiero Carlo Cantoni
http://www.wikidata.org/entity/Q105005172,fiume; villaggio; montagna; Edolo; Oglio
http://www.wikidata.org/entity/Q105009573,darsena; navigli di Milano
http://www.wikidata.org/entity/Q105010125,Duomo di Milano; piazza del Duomo
http://www.wikidata.org/entity/Q105010402,Milano
http://www.wikidata.org/entity/Q131450154,nascita di Gesù
http://www.wikidata.org/entity/Q131450152,nascita di Gesù; Sogno di San Giuseppe; Fuga in Egitto
http://www.wikidata.org/entity/Q131450153,Annunciazione
http://www.wikidata.org/entity/Q131450161,Annunciazione
http://www.wikidata.org/entity/Q131463514,Luca Martini
http://www.wikidata.org/entity/Q131501600,
http://www.wikidata.org/entity/Q131501606,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501607,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501608,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501614,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501612,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501619,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501617,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501620,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501633,nascita di Maria
http://www.wikidata.org/entity/Q131501639,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501643,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501646,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501645,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501651,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501649,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501655,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501653,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501658,Sacra conversazione
http://www.wikidata.org/entity/Q131501663,Dormizione di Maria
http://www.wikidata.org/entity/Q131501661,crocifissione di Gesù
http://www.wikidata.org/entity/Q131501666,Pietro Loredan
http://www.wikidata.org/entity/Q131501667,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501671,santo cristiano
http://www.wikidata.org/entity/Q131501672,Sacra conversazione
http://www.wikidata.org/entity/Q131501678,Giovanni Battista; Bernardo di Chiaravalle; Caterina d'Alessandria; Giovanni; Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501683,Giuditta e Oloferne
http://www.wikidata.org/entity/Q131501690,Sacra conversazione
http://www.wikidata.org/entity/Q131501691,Maria
http://www.wikidata.org/entity/Q131501711,sposalizio della Vergine
http://www.wikidata.org/entity/Q131501712,Medusa
http://www.wikidata.org/entity/Q131501724,Sacra conversazione
http://www.wikidata.org/entity/Q131501744,
http://www.wikidata.org/entity/Q131501750,
http://www.wikidata.org/entity/Q131501755,
http://www.wikidata.org/entity/Q131501753,Bartolomeo
http://www.wikidata.org/entity/Q131501759,Sacra conversazione
http://www.wikidata.org/entity/Q131501756,Sacra conversazione
http://www.wikidata.org/entity/Q131501763,Sacra conversazione
http://www.wikidata.org/entity/Q131501770,Sacra conversazione
http://www.wikidata.org/entity/Q131501775,Presentazione di Maria
http://www.wikidata.org/entity/Q131501773,Presentazione di Maria
http://www.wikidata.org/entity/Q131501784,Sacra conversazione
http://www.wikidata.org/entity/Q131501791,san Rocco
http://www.wikidata.org/entity/Q131501788,Sacra conversazione
http://www.wikidata.org/entity/Q131501793,Sacra conversazione
http://www.wikidata.org/entity/Q131501796,Sacra conversazione
http://www.wikidata.org/entity/Q131501797,Sacra conversazione
http://www.wikidata.org/entity/Q131501800,Maria
http://www.wikidata.org/entity/Q131501801,Sacra conversazione
http://www.wikidata.org/entity/Q131501805,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501811,
http://www.wikidata.org/entity/Q131501818,Giovanni
http://www.wikidata.org/entity/Q131501816,Sacra conversazione
http://www.wikidata.org/entity/Q131501821,
http://www.wikidata.org/entity/Q131501826,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131501830,Trinità
http://www.wikidata.org/entity/Q131501842,Madonna col Bambino
http://www.wikidata.org/entity/Q131501847,Maria; Michele; San Giuseppe; Sant'Anna; Gioacchino; Sacra conversazione; Bambino Gesù
http://www.wikidata.org/entity/Q131501852,Maria; Giovanni Battista; Gabriele; Annunciazione; Madonna della Misericordia; Giovanni; Bambino Gesù
http://www.wikidata.org/entity/Q131501859,Sacra conversazione
http://www.wikidata.org/entity/Q131542580,Cosimo I de' Medici; Francesco I de' Medici
http://www.wikidata.org/entity/Q131542581,
http://www.wikidata.org/entity/Q131542585,Bacco
http://www.wikidata.org/entity/Q131542595,fiore; fiasca
http://www.wikidata.org/entity/Q131542596,
http://www.wikidata.org/entity/Q131542607,crocifisso
http://www.wikidata.org/entity/Q131542610,crocifissione di Gesù
http://www.wikidata.org/entity/Q131542611,Domenico di Guzmán
http://www.wikidata.org/entity/Q131542609,Bartolomeo Roverella
http://www.wikidata.org/entity/Q131542614,crocifissione di Gesù
http://www.wikidata.org/entity/Q131542615,San Martino divide il mantello col povero
http://www.wikidata.org/entity/Q131543565,Apollo
http://www.wikidata.org/entity/Q131543603,Eracle
http://www.wikidata.org/entity/Q131543624,Minerva; Aracne
http://www.wikidata.org/entity/Q131543631,Pietà
http://www.wikidata.org/entity/Q131543629,Ascensione di Gesù
http://www.wikidata.org/entity/Q131543651,battaglia di Lepanto
http://www.wikidata.org/entity/Q131543648,battesimo di Gesù
http://www.wikidata.org/entity/Q131543655,Gesù; Maria; crocifissione di Gesù; nascita di Gesù; Madonna col Bambino
http://www.wikidata.org/entity/Q131543653,decapitazione di san Giovanni Battista
http://www.wikidata.org/entity/Q131543672,ragazzo
http://www.wikidata.org/entity/Q131543680,tarocchi
http://www.wikidata.org/entity/Q131546415,Ercole I d'Este; Alfonso I d'Este
http://www.wikidata.org/entity/Q131546421,Ascensione di Gesù
http://www.wikidata.org/entity/Q131546426,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131546425,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131546428,Dormizione di Maria
http://www.wikidata.org/entity/Q131546441,Aurora
http://www.wikidata.org/entity/Q131546444,
http://www.wikidata.org/entity/Q131546449,Bambino Gesù
http://www.wikidata.org/entity/Q131546458,bambino
http://www.wikidata.org/entity/Q131546462,battesimo di Gesù
http://www.wikidata.org/entity/Q131546463,battesimo di Gesù
http://www.wikidata.org/entity/Q131546466,battesimo di Gesù
http://www.wikidata.org/entity/Q131613912,
http://www.wikidata.org/entity/Q131613913,aquila di San Giovanni
http://www.wikidata.org/entity/Q131613916,Angelo di San Matteo
http://www.wikidata.org/entity/Q131613917,Forma del corpo umano femminile
http://www.wikidata.org/entity/Q131613922,donna
http://www.wikidata.org/entity/Q131613926,Sant'Orsola
http://www.wikidata.org/entity/Q131613927,Sant'Orsola
http://www.wikidata.org/entity/Q131613924,vessillo
http://www.wikidata.org/entity/Q131613925,Sant'Orsola
http://www.wikidata.org/entity/Q131613930,Sant'Orsola
http://www.wikidata.org/entity/Q131613928,Sant'Orsola
http://www.wikidata.org/entity/Q131613929,Sant'Orsola
http://www.wikidata.org/entity/Q131613939,
http://www.wikidata.org/entity/Q131613968,giorno; Notte
http://www.wikidata.org/entity/Q131613974,donna; nudità; decubito; pelle d'orso
http://www.wikidata.org/entity/Q131613982,battaglia di Montebello
http://www.wikidata.org/entity/Q131613980,scalpellino
http://www.wikidata.org/entity/Q131617883,Cosimo II de' Medici
http://www.wikidata.org/entity/Q131617881,Carlo V d'Asburgo; papa Clemente VII
http://www.wikidata.org/entity/Q131617885,caduta dei Giganti
