id,volume
http://www.wikidata.org/entity/Q136384321,135
http://www.wikidata.org/entity/Q136384538,117
http://www.wikidata.org/entity/Q128621600,130
http://www.wikidata.org/entity/Q137368051,
http://www.wikidata.org/entity/Q111782067,132
http://www.wikidata.org/entity/Q128306149,92
http://www.wikidata.org/entity/Q33144512,37
http://www.wikidata.org/entity/Q33144721,17
http://www.wikidata.org/entity/Q128694025,serie 3a 40
http://www.wikidata.org/entity/Q111747586,58
http://www.wikidata.org/entity/Q102503100,60
http://www.wikidata.org/entity/Q103896945,52
http://www.wikidata.org/entity/Q103896950,52
http://www.wikidata.org/entity/Q103896948,52
http://www.wikidata.org/entity/Q103896949,52
http://www.wikidata.org/entity/Q103896952,52
http://www.wikidata.org/entity/Q103899574,60
http://www.wikidata.org/entity/Q103899584,60
http://www.wikidata.org/entity/Q103899585,60
http://www.wikidata.org/entity/Q103899590,60
http://www.wikidata.org/entity/Q103899591,60
http://www.wikidata.org/entity/Q103899589,60
http://www.wikidata.org/entity/Q103899592,60
http://www.wikidata.org/entity/Q103899593,60
http://www.wikidata.org/entity/Q103899598,60
http://www.wikidata.org/entity/Q103899599,60
http://www.wikidata.org/entity/Q103899596,60
http://www.wikidata.org/entity/Q103899597,60
http://www.wikidata.org/entity/Q103899601,60
http://www.wikidata.org/entity/Q103899606,60
http://www.wikidata.org/entity/Q103899607,60
http://www.wikidata.org/entity/Q103899604,60
http://www.wikidata.org/entity/Q103899605,60
http://www.wikidata.org/entity/Q103899610,60
http://www.wikidata.org/entity/Q103899609,60
http://www.wikidata.org/entity/Q103899614,60
http://www.wikidata.org/entity/Q103899613,60
http://www.wikidata.org/entity/Q103901278,54
http://www.wikidata.org/entity/Q103901283,53
http://www.wikidata.org/entity/Q103901280,53
http://www.wikidata.org/entity/Q103901290,54
http://www.wikidata.org/entity/Q103901289,54
http://www.wikidata.org/entity/Q103901292,54
http://www.wikidata.org/entity/Q103901299,54
http://www.wikidata.org/entity/Q103901296,53
http://www.wikidata.org/entity/Q103901302,53
http://www.wikidata.org/entity/Q103901301,53
http://www.wikidata.org/entity/Q103901304,53
http://www.wikidata.org/entity/Q103901310,54
http://www.wikidata.org/entity/Q103901308,53
http://www.wikidata.org/entity/Q103901314,54
http://www.wikidata.org/entity/Q103901316,54
http://www.wikidata.org/entity/Q103901322,53
http://www.wikidata.org/entity/Q103901321,53
http://www.wikidata.org/entity/Q36464134,22
http://www.wikidata.org/entity/Q36464142,22
http://www.wikidata.org/entity/Q36464146,22
http://www.wikidata.org/entity/Q36484095,22
http://www.wikidata.org/entity/Q36484102,22
http://www.wikidata.org/entity/Q36484107,22
http://www.wikidata.org/entity/Q36484116,22
http://www.wikidata.org/entity/Q36484122,22
http://www.wikidata.org/entity/Q36484126,22
http://www.wikidata.org/entity/Q36484132,22
http://www.wikidata.org/entity/Q36484137,22
http://www.wikidata.org/entity/Q36484143,22
http://www.wikidata.org/entity/Q36484148,22
http://www.wikidata.org/entity/Q36484157,22
http://www.wikidata.org/entity/Q36484160,22
http://www.wikidata.org/entity/Q36484165,22
http://www.wikidata.org/entity/Q36484169,22
http://www.wikidata.org/entity/Q36484173,22
http://www.wikidata.org/entity/Q36484177,22
http://www.wikidata.org/entity/Q36484182,22
http://www.wikidata.org/entity/Q36484194,22
http://www.wikidata.org/entity/Q36484198,22
http://www.wikidata.org/entity/Q36484219,22
http://www.wikidata.org/entity/Q103901324,54
http://www.wikidata.org/entity/Q103915809,55
http://www.wikidata.org/entity/Q103915814,55
http://www.wikidata.org/entity/Q103915812,55
http://www.wikidata.org/entity/Q103915818,55
http://www.wikidata.org/entity/Q103915819,55
http://www.wikidata.org/entity/Q103915822,55
http://www.wikidata.org/entity/Q103915827,55
http://www.wikidata.org/entity/Q103915824,55
http://www.wikidata.org/entity/Q103915831,55
http://www.wikidata.org/entity/Q103915835,55
http://www.wikidata.org/entity/Q103915833,55
http://www.wikidata.org/entity/Q103915839,55
http://www.wikidata.org/entity/Q103915836,55
http://www.wikidata.org/entity/Q103915843,55
http://www.wikidata.org/entity/Q103915841,55
http://www.wikidata.org/entity/Q103915866,56
http://www.wikidata.org/entity/Q103915864,56
http://www.wikidata.org/entity/Q103915869,56
http://www.wikidata.org/entity/Q103915875,56
http://www.wikidata.org/entity/Q103915873,56
http://www.wikidata.org/entity/Q103919346,52
http://www.wikidata.org/entity/Q103919351,52
http://www.wikidata.org/entity/Q103919348,52
http://www.wikidata.org/entity/Q103919353,52
http://www.wikidata.org/entity/Q103919359,52
http://www.wikidata.org/entity/Q103919357,52
http://www.wikidata.org/entity/Q103919362,52
http://www.wikidata.org/entity/Q103919366,53
http://www.wikidata.org/entity/Q103919364,53
http://www.wikidata.org/entity/Q103919369,53
http://www.wikidata.org/entity/Q103919372,53
http://www.wikidata.org/entity/Q103919378,53
http://www.wikidata.org/entity/Q103919376,53
http://www.wikidata.org/entity/Q103919382,52
http://www.wikidata.org/entity/Q103919380,53
http://www.wikidata.org/entity/Q103919385,52
http://www.wikidata.org/entity/Q103919389,52
http://www.wikidata.org/entity/Q103919394,52
http://www.wikidata.org/entity/Q103919396,52
http://www.wikidata.org/entity/Q103919620,54
http://www.wikidata.org/entity/Q103919627,54
http://www.wikidata.org/entity/Q103919625,54
http://www.wikidata.org/entity/Q103919629,54
http://www.wikidata.org/entity/Q103919635,54
http://www.wikidata.org/entity/Q103919632,54
http://www.wikidata.org/entity/Q103919633,54
http://www.wikidata.org/entity/Q103919639,54
http://www.wikidata.org/entity/Q103919643,54
http://www.wikidata.org/entity/Q103919646,54
http://www.wikidata.org/entity/Q137017524,63
http://www.wikidata.org/entity/Q137104650,63
http://www.wikidata.org/entity/Q137104651,63
http://www.wikidata.org/entity/Q137104648,63
http://www.wikidata.org/entity/Q103919894,55
http://www.wikidata.org/entity/Q103919979,55
http://www.wikidata.org/entity/Q103919982,55
